COUNTRY,QTA_EVASA_TOTALE,DESCRIZIONE1
ITALY,2.0,MEMORIA  SM
MOROCCO,1.0,MEMORIA  SM
South Africa,1.0,MEMORIA  SM
AFGHANISTAN,0.0,MEMORIA  SM
ALBANIA,0.0,MEMORIA  SM
YEMEN,17.0,MISURATORE
MALDIVES,4.0,MISURATORE
PHILIPPINES,4.0,MISURATORE
POLAND,2.0,MISURATORE
TURKEY,2.0,MISURATORE
ITALY,5.0,RONDELLA CAMLOC
AFGHANISTAN,0.0,RONDELLA CAMLOC
ALBANIA,0.0,RONDELLA CAMLOC
ALGERIA,0.0,RONDELLA CAMLOC
ANDORRA,0.0,RONDELLA CAMLOC
ITALY,1.0,SOTTOGRUPPO BORDO MACCHINA
AFGHANISTAN,0.0,SOTTOGRUPPO BORDO MACCHINA
ALBANIA,0.0,SOTTOGRUPPO BORDO MACCHINA
ALGERIA,0.0,SOTTOGRUPPO BORDO MACCHINA
ANDORRA,0.0,SOTTOGRUPPO BORDO MACCHINA
Kuwait,4.0,DADO SPECIALE
JAMAICA,2.0,DADO SPECIALE
MEXICO,2.0,DADO SPECIALE
ZAMBIA,2.0,DADO SPECIALE
AFGHANISTAN,0.0,DADO SPECIALE
Saudi Arabia,4.0,CAMERA D'ASPIRAZIONE
Jordan,1.0,CAMERA D'ASPIRAZIONE
AFGHANISTAN,0.0,CAMERA D'ASPIRAZIONE
ALBANIA,0.0,CAMERA D'ASPIRAZIONE
ALGERIA,0.0,CAMERA D'ASPIRAZIONE
JAPAN,15.0,GOMMA POLISILOSSANICA GOFFRATA
AFGHANISTAN,0.0,GOMMA POLISILOSSANICA GOFFRATA
ALBANIA,0.0,GOMMA POLISILOSSANICA GOFFRATA
ALGERIA,0.0,GOMMA POLISILOSSANICA GOFFRATA
ANDORRA,0.0,GOMMA POLISILOSSANICA GOFFRATA
MOROCCO,120.0,CAPPUCCIO SGANCIO PREF. 267Novembal
KENYA,24.0,CAPPUCCIO SGANCIO PREF. 267Novembal
Madagascar,10.0,CAPPUCCIO SGANCIO PREF. 267Novembal
Papua New Guinea,5.0,CAPPUCCIO SGANCIO PREF. 267Novembal
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. 267Novembal
KENYA,1.0,GRUPPO FRENI DI SICUREZZA
MOROCCO,1.0,GRUPPO FRENI DI SICUREZZA
AFGHANISTAN,0.0,GRUPPO FRENI DI SICUREZZA
ALBANIA,0.0,GRUPPO FRENI DI SICUREZZA
ALGERIA,0.0,GRUPPO FRENI DI SICUREZZA
ROMANIA,2.0,GRUPPO STELLE INGRESSO PASSO 40
KENYA,1.0,GRUPPO STELLE INGRESSO PASSO 40
AFGHANISTAN,0.0,GRUPPO STELLE INGRESSO PASSO 40
ALBANIA,0.0,GRUPPO STELLE INGRESSO PASSO 40
ALGERIA,0.0,GRUPPO STELLE INGRESSO PASSO 40
MALAYSIA,8.0,CUSCINETTO ORIENTABILE SFERE
KYRGYZSTAN,4.0,CUSCINETTO ORIENTABILE SFERE
AFGHANISTAN,0.0,CUSCINETTO ORIENTABILE SFERE
ALBANIA,0.0,CUSCINETTO ORIENTABILE SFERE
ALGERIA,0.0,CUSCINETTO ORIENTABILE SFERE
USA,14.0,CUSCINETTO ASTUCCIO A SFERE
South Korea,4.0,CUSCINETTO ASTUCCIO A SFERE
AFGHANISTAN,0.0,CUSCINETTO ASTUCCIO A SFERE
ALBANIA,0.0,CUSCINETTO ASTUCCIO A SFERE
ALGERIA,0.0,CUSCINETTO ASTUCCIO A SFERE
USA,20.0,CONNETTORE ROHS
Lebanon,10.0,CONNETTORE ROHS
AFGHANISTAN,0.0,CONNETTORE ROHS
ALBANIA,0.0,CONNETTORE ROHS
ALGERIA,0.0,CONNETTORE ROHS
Portugal,24.0,CUSCINETTO ROTELLA PERNO FILETTATO
Lebanon,12.0,CUSCINETTO ROTELLA PERNO FILETTATO
ROMANIA,4.0,CUSCINETTO ROTELLA PERNO FILETTATO
AFGHANISTAN,0.0,CUSCINETTO ROTELLA PERNO FILETTATO
ALBANIA,0.0,CUSCINETTO ROTELLA PERNO FILETTATO
MEXICO,4.0,CONDENSATORE ELETTROLITICO TH
Libya,1.0,CONDENSATORE ELETTROLITICO TH
AFGHANISTAN,0.0,CONDENSATORE ELETTROLITICO TH
ALBANIA,0.0,CONDENSATORE ELETTROLITICO TH
ALGERIA,0.0,CONDENSATORE ELETTROLITICO TH
Libya,1.0,CONDENSATORE ELETTROLITICO TH ROHS
Qatar,1.0,CONDENSATORE ELETTROLITICO TH ROHS
AFGHANISTAN,0.0,CONDENSATORE ELETTROLITICO TH ROHS
ALBANIA,0.0,CONDENSATORE ELETTROLITICO TH ROHS
ALGERIA,0.0,CONDENSATORE ELETTROLITICO TH ROHS
Libya,2.0,PIASTRA DI PASSAGGIO
AFGHANISTAN,0.0,PIASTRA DI PASSAGGIO
ALBANIA,0.0,PIASTRA DI PASSAGGIO
ALGERIA,0.0,PIASTRA DI PASSAGGIO
ANDORRA,0.0,PIASTRA DI PASSAGGIO
MALAYSIA,2.0,PROTEZIONE PERIMETRALE
Libya,1.0,PROTEZIONE PERIMETRALE
AFGHANISTAN,0.0,PROTEZIONE PERIMETRALE
ALBANIA,0.0,PROTEZIONE PERIMETRALE
ALGERIA,0.0,PROTEZIONE PERIMETRALE
MOROCCO,2.0,DX52D+Z TRAFILATO
UGANDA,1.0,DX52D+Z TRAFILATO
AFGHANISTAN,0.0,DX52D+Z TRAFILATO
ALBANIA,0.0,DX52D+Z TRAFILATO
ALGERIA,0.0,DX52D+Z TRAFILATO
MOROCCO,1.0,FLASH DISK ROHS
AFGHANISTAN,0.0,FLASH DISK ROHS
ALBANIA,0.0,FLASH DISK ROHS
ALGERIA,0.0,FLASH DISK ROHS
ANDORRA,0.0,FLASH DISK ROHS
MOROCCO,1.0,GRUPPO MANDRINO PASSO 100
AFGHANISTAN,0.0,GRUPPO MANDRINO PASSO 100
ALBANIA,0.0,GRUPPO MANDRINO PASSO 100
ALGERIA,0.0,GRUPPO MANDRINO PASSO 100
ANDORRA,0.0,GRUPPO MANDRINO PASSO 100
YEMEN,4.0,GRUPPO SCARICO PREFORMA
Macedonia,2.0,GRUPPO SCARICO PREFORMA
MOROCCO,1.0,GRUPPO SCARICO PREFORMA
Syria,1.0,GRUPPO SCARICO PREFORMA
AFGHANISTAN,0.0,GRUPPO SCARICO PREFORMA
MOROCCO,8.0,PINZA DX (PCO Standard Ř25 H5)
AFGHANISTAN,0.0,PINZA DX (PCO Standard Ř25 H5)
ALBANIA,0.0,PINZA DX (PCO Standard Ř25 H5)
ALGERIA,0.0,PINZA DX (PCO Standard Ř25 H5)
ANDORRA,0.0,PINZA DX (PCO Standard Ř25 H5)
MOROCCO,8.0,PINZA SX (PCO Standard Ř25 H5)
AFGHANISTAN,0.0,PINZA SX (PCO Standard Ř25 H5)
ALBANIA,0.0,PINZA SX (PCO Standard Ř25 H5)
ALGERIA,0.0,PINZA SX (PCO Standard Ř25 H5)
ANDORRA,0.0,PINZA SX (PCO Standard Ř25 H5)
MALDIVES,1.0,CASSETTIERA
AFGHANISTAN,0.0,CASSETTIERA
ALBANIA,0.0,CASSETTIERA
ALGERIA,0.0,CASSETTIERA
ANDORRA,0.0,CASSETTIERA
PHILIPPINES,6.0,LAMPADINA
MALDIVES,4.0,LAMPADINA
TANZANIA,3.0,LAMPADINA
Sweden,1.0,LAMPADINA
AFGHANISTAN,0.0,LAMPADINA
MALDIVES,2.0,PIASTRA BARRA DENTATA
AFGHANISTAN,0.0,PIASTRA BARRA DENTATA
ALBANIA,0.0,PIASTRA BARRA DENTATA
ALGERIA,0.0,PIASTRA BARRA DENTATA
ANDORRA,0.0,PIASTRA BARRA DENTATA
MALDIVES,2.0,TRASMETTITORE
PHILIPPINES,1.0,TRASMETTITORE
AFGHANISTAN,0.0,TRASMETTITORE
ALBANIA,0.0,TRASMETTITORE
ALGERIA,0.0,TRASMETTITORE
PHILIPPINES,4.0,BARRA DENTATA
MEXICO,2.0,BARRA DENTATA
AFGHANISTAN,0.0,BARRA DENTATA
ALBANIA,0.0,BARRA DENTATA
ALGERIA,0.0,BARRA DENTATA
MEXICO,9.0,CENTRALINA GAS
AFGHANISTAN,0.0,CENTRALINA GAS
ALBANIA,0.0,CENTRALINA GAS
ALGERIA,0.0,CENTRALINA GAS
ANDORRA,0.0,CENTRALINA GAS
MEXICO,9.0,CONNETTORE A CRIMPARE ROHS
AFGHANISTAN,0.0,CONNETTORE A CRIMPARE ROHS
ALBANIA,0.0,CONNETTORE A CRIMPARE ROHS
ALGERIA,0.0,CONNETTORE A CRIMPARE ROHS
ANDORRA,0.0,CONNETTORE A CRIMPARE ROHS
MEXICO,2.0,ELETTRODO
AFGHANISTAN,0.0,ELETTRODO
ALBANIA,0.0,ELETTRODO
ALGERIA,0.0,ELETTRODO
ANDORRA,0.0,ELETTRODO
MEXICO,2.0,GRUPPO STRUTTURA FORNO
NICARAGUA,2.0,GRUPPO STRUTTURA FORNO
Norway,1.0,GRUPPO STRUTTURA FORNO
AFGHANISTAN,0.0,GRUPPO STRUTTURA FORNO
ALBANIA,0.0,GRUPPO STRUTTURA FORNO
MEXICO,2.0,GUIDACATENA
AFGHANISTAN,0.0,GUIDACATENA
ALBANIA,0.0,GUIDACATENA
ALGERIA,0.0,GUIDACATENA
ANDORRA,0.0,GUIDACATENA
MEXICO,2.0,PRESA PREFORME 38mm
AFGHANISTAN,0.0,PRESA PREFORME 38mm
ALBANIA,0.0,PRESA PREFORME 38mm
ALGERIA,0.0,PRESA PREFORME 38mm
ANDORRA,0.0,PRESA PREFORME 38mm
Qatar,3.0,RESISTORE
MEXICO,2.0,RESISTORE
AFGHANISTAN,0.0,RESISTORE
ALBANIA,0.0,RESISTORE
ALGERIA,0.0,RESISTORE
MEXICO,2.0,SETTORE DENTATO TONDO
AFGHANISTAN,0.0,SETTORE DENTATO TONDO
ALBANIA,0.0,SETTORE DENTATO TONDO
ALGERIA,0.0,SETTORE DENTATO TONDO
ANDORRA,0.0,SETTORE DENTATO TONDO
MEXICO,2.0,SISTEMA IDRAULICO MACCHINA
AFGHANISTAN,0.0,SISTEMA IDRAULICO MACCHINA
ALBANIA,0.0,SISTEMA IDRAULICO MACCHINA
ALGERIA,0.0,SISTEMA IDRAULICO MACCHINA
ANDORRA,0.0,SISTEMA IDRAULICO MACCHINA
MEXICO,12.0,SNODO
AFGHANISTAN,0.0,SNODO
ALBANIA,0.0,SNODO
ALGERIA,0.0,SNODO
ANDORRA,0.0,SNODO
MEXICO,2.0,TEMPORIZZATORE
AFGHANISTAN,0.0,TEMPORIZZATORE
ALBANIA,0.0,TEMPORIZZATORE
ALGERIA,0.0,TEMPORIZZATORE
ANDORRA,0.0,TEMPORIZZATORE
MEXICO,2.0,TOUCH SCREEN ROHS
POLAND,1.0,TOUCH SCREEN ROHS
AFGHANISTAN,0.0,TOUCH SCREEN ROHS
ALBANIA,0.0,TOUCH SCREEN ROHS
ALGERIA,0.0,TOUCH SCREEN ROHS
USA,4.0,ARMADIO ELETTRICO
MALAYSIA,1.0,ARMADIO ELETTRICO
AFGHANISTAN,0.0,ARMADIO ELETTRICO
ALBANIA,0.0,ARMADIO ELETTRICO
ALGERIA,0.0,ARMADIO ELETTRICO
MALAYSIA,1.0,GRUPPO PNEUMATICO
AFGHANISTAN,0.0,GRUPPO PNEUMATICO
ALBANIA,0.0,GRUPPO PNEUMATICO
ALGERIA,0.0,GRUPPO PNEUMATICO
ANDORRA,0.0,GRUPPO PNEUMATICO
Mozambique,1.0,GRUPPO PACCHI INCOLL.
AFGHANISTAN,0.0,GRUPPO PACCHI INCOLL.
ALBANIA,0.0,GRUPPO PACCHI INCOLL.
ALGERIA,0.0,GRUPPO PACCHI INCOLL.
ANDORRA,0.0,GRUPPO PACCHI INCOLL.
Mozambique,1.0,GRUPPO USCITA ROTOTRASLATORE
AFGHANISTAN,0.0,GRUPPO USCITA ROTOTRASLATORE
ALBANIA,0.0,GRUPPO USCITA ROTOTRASLATORE
ALGERIA,0.0,GRUPPO USCITA ROTOTRASLATORE
ANDORRA,0.0,GRUPPO USCITA ROTOTRASLATORE
Mozambique,3.0,MOZZO ESAGONALE
AFGHANISTAN,0.0,MOZZO ESAGONALE
ALBANIA,0.0,MOZZO ESAGONALE
ALGERIA,0.0,MOZZO ESAGONALE
ANDORRA,0.0,MOZZO ESAGONALE
USA,32.0,NiCr FILO
Netherlands,1.0,NiCr FILO
AFGHANISTAN,0.0,NiCr FILO
ALBANIA,0.0,NiCr FILO
ALGERIA,0.0,NiCr FILO
Norway,4.0,CABLAGGIO
AFGHANISTAN,0.0,CABLAGGIO
ALBANIA,0.0,CABLAGGIO
ALGERIA,0.0,CABLAGGIO
ANDORRA,0.0,CABLAGGIO
Norway,32.0,CALOTTA
AFGHANISTAN,0.0,CALOTTA
ALBANIA,0.0,CALOTTA
ALGERIA,0.0,CALOTTA
ANDORRA,0.0,CALOTTA
PERU,42.0,ISOLANTE LANA DI ROCCIA DENS. 100 kg/m3
AFGHANISTAN,0.0,ISOLANTE LANA DI ROCCIA DENS. 100 kg/m3
ALBANIA,0.0,ISOLANTE LANA DI ROCCIA DENS. 100 kg/m3
ALGERIA,0.0,ISOLANTE LANA DI ROCCIA DENS. 100 kg/m3
ANDORRA,0.0,ISOLANTE LANA DI ROCCIA DENS. 100 kg/m3
PHILIPPINES,2.0,CONTROLLO
AFGHANISTAN,0.0,CONTROLLO
ALBANIA,0.0,CONTROLLO
ALGERIA,0.0,CONTROLLO
ANDORRA,0.0,CONTROLLO
PHILIPPINES,1.0,GRUPPO TUBAZIONI
AFGHANISTAN,0.0,GRUPPO TUBAZIONI
ALBANIA,0.0,GRUPPO TUBAZIONI
ALGERIA,0.0,GRUPPO TUBAZIONI
ANDORRA,0.0,GRUPPO TUBAZIONI
PHILIPPINES,2.0,NEUTRALIZZATORE
AFGHANISTAN,0.0,NEUTRALIZZATORE
ALBANIA,0.0,NEUTRALIZZATORE
ALGERIA,0.0,NEUTRALIZZATORE
ANDORRA,0.0,NEUTRALIZZATORE
Portugal,29436.0,AISI304 (X5CrNi1810) BA
AFGHANISTAN,0.0,AISI304 (X5CrNi1810) BA
ALBANIA,0.0,AISI304 (X5CrNi1810) BA
ALGERIA,0.0,AISI304 (X5CrNi1810) BA
ANDORRA,0.0,AISI304 (X5CrNi1810) BA
USA,20.0,VITE TBIC
Portugal,6.0,VITE TBIC
AFGHANISTAN,0.0,VITE TBIC
ALBANIA,0.0,VITE TBIC
ALGERIA,0.0,VITE TBIC
Reunion Island,1.0,AZIONAMENTO
AFGHANISTAN,0.0,AZIONAMENTO
ALBANIA,0.0,AZIONAMENTO
ALGERIA,0.0,AZIONAMENTO
ANDORRA,0.0,AZIONAMENTO
ROMANIA,26.0,DISTANZIALE ASTA DI STIRO
AFGHANISTAN,0.0,DISTANZIALE ASTA DI STIRO
ALBANIA,0.0,DISTANZIALE ASTA DI STIRO
ALGERIA,0.0,DISTANZIALE ASTA DI STIRO
ANDORRA,0.0,DISTANZIALE ASTA DI STIRO
ROMANIA,2.0,GRUPPO ALBERI P.BOBINA
USA,2.0,GRUPPO ALBERI P.BOBINA
AFGHANISTAN,0.0,GRUPPO ALBERI P.BOBINA
ALBANIA,0.0,GRUPPO ALBERI P.BOBINA
ALGERIA,0.0,GRUPPO ALBERI P.BOBINA
Serbia,260.0,CAPPUCCIO SGANCIO PREF. 29 Snap-on
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. 29 Snap-on
ALBANIA,0.0,CAPPUCCIO SGANCIO PREF. 29 Snap-on
ALGERIA,0.0,CAPPUCCIO SGANCIO PREF. 29 Snap-on
ANDORRA,0.0,CAPPUCCIO SGANCIO PREF. 29 Snap-on
RUSSIAN FEDERATION,1.0,GRUPPO DISTRIBUZIONE ARIA
TURKEY,1.0,GRUPPO DISTRIBUZIONE ARIA
AFGHANISTAN,0.0,GRUPPO DISTRIBUZIONE ARIA
ALBANIA,0.0,GRUPPO DISTRIBUZIONE ARIA
ALGERIA,0.0,GRUPPO DISTRIBUZIONE ARIA
RUSSIAN FEDERATION,2.0,SCHEDA INCOMPLETA ROHS
AFGHANISTAN,0.0,SCHEDA INCOMPLETA ROHS
ALBANIA,0.0,SCHEDA INCOMPLETA ROHS
ALGERIA,0.0,SCHEDA INCOMPLETA ROHS
ANDORRA,0.0,SCHEDA INCOMPLETA ROHS
RUSSIAN FEDERATION,2.0,SUPPORTO TONDO
AFGHANISTAN,0.0,SUPPORTO TONDO
ALBANIA,0.0,SUPPORTO TONDO
ALGERIA,0.0,SUPPORTO TONDO
ANDORRA,0.0,SUPPORTO TONDO
Saudi Arabia,4.0,VITE TTQS
USA,4.0,VITE TTQS
AFGHANISTAN,0.0,VITE TTQS
ALBANIA,0.0,VITE TTQS
ALGERIA,0.0,VITE TTQS
UKRAINE,2.0,SISTEMA FUNZIONALE COMPLETO
Syria,1.0,SISTEMA FUNZIONALE COMPLETO
AFGHANISTAN,0.0,SISTEMA FUNZIONALE COMPLETO
ALBANIA,0.0,SISTEMA FUNZIONALE COMPLETO
ALGERIA,0.0,SISTEMA FUNZIONALE COMPLETO
THAILAND,2.0,PRESA
USA,1.0,PRESA
AFGHANISTAN,0.0,PRESA
ALBANIA,0.0,PRESA
ALGERIA,0.0,PRESA
USA,10.0,GRUPPO REGOLAZIONE
TUNISIA,4.0,GRUPPO REGOLAZIONE
AFGHANISTAN,0.0,GRUPPO REGOLAZIONE
ALBANIA,0.0,GRUPPO REGOLAZIONE
ALGERIA,0.0,GRUPPO REGOLAZIONE
TURKEY,3.0,PRESA PREFORME 32/28 Snap-on
AFGHANISTAN,0.0,PRESA PREFORME 32/28 Snap-on
ALBANIA,0.0,PRESA PREFORME 32/28 Snap-on
ALGERIA,0.0,PRESA PREFORME 32/28 Snap-on
ANDORRA,0.0,PRESA PREFORME 32/28 Snap-on
TAIWAN R.O.C.,6.0,AISI304 (X5CrNi1810) LAMINATO
AFGHANISTAN,0.0,AISI304 (X5CrNi1810) LAMINATO
ALBANIA,0.0,AISI304 (X5CrNi1810) LAMINATO
ALGERIA,0.0,AISI304 (X5CrNi1810) LAMINATO
ANDORRA,0.0,AISI304 (X5CrNi1810) LAMINATO
TAIWAN R.O.C.,1.0,GRUPPO ALBERO AFFIANCAMENTO
AFGHANISTAN,0.0,GRUPPO ALBERO AFFIANCAMENTO
ALBANIA,0.0,GRUPPO ALBERO AFFIANCAMENTO
ALGERIA,0.0,GRUPPO ALBERO AFFIANCAMENTO
ANDORRA,0.0,GRUPPO ALBERO AFFIANCAMENTO
UGANDA,1.0,EVAPORATORE
AFGHANISTAN,0.0,EVAPORATORE
ALBANIA,0.0,EVAPORATORE
ALGERIA,0.0,EVAPORATORE
ANDORRA,0.0,EVAPORATORE
USA,40.0,COPIGLIA ELASTICA
AFGHANISTAN,0.0,COPIGLIA ELASTICA
ALBANIA,0.0,COPIGLIA ELASTICA
ALGERIA,0.0,COPIGLIA ELASTICA
ANDORRA,0.0,COPIGLIA ELASTICA
USA,2.0,RICAMBIO
AFGHANISTAN,0.0,RICAMBIO
ALBANIA,0.0,RICAMBIO
ALGERIA,0.0,RICAMBIO
ANDORRA,0.0,RICAMBIO
USA,20.0,ROSETTA DENTELLATA
AFGHANISTAN,0.0,ROSETTA DENTELLATA
ALBANIA,0.0,ROSETTA DENTELLATA
ALGERIA,0.0,ROSETTA DENTELLATA
ANDORRA,0.0,ROSETTA DENTELLATA
URUGUAY,3.0,TESTINA
AFGHANISTAN,0.0,TESTINA
ALBANIA,0.0,TESTINA
ALGERIA,0.0,TESTINA
ANDORRA,0.0,TESTINA
VIETNAM,2.0,MODULO PROG.
AFGHANISTAN,0.0,MODULO PROG.
ALBANIA,0.0,MODULO PROG.
ALGERIA,0.0,MODULO PROG.
ANDORRA,0.0,MODULO PROG.
KOSOVO,2.0,MAGNETE PERMANETE
AFGHANISTAN,0.0,MAGNETE PERMANETE
ALBANIA,0.0,MAGNETE PERMANETE
ALGERIA,0.0,MAGNETE PERMANETE
ANDORRA,0.0,MAGNETE PERMANETE
YEMEN,70.0,VITE TE SPECIALE
KOSOVO,20.0,VITE TE SPECIALE
AFGHANISTAN,0.0,VITE TE SPECIALE
ALBANIA,0.0,VITE TE SPECIALE
ALGERIA,0.0,VITE TE SPECIALE
YEMEN,1.0,GRUPPO ESPULSIONE PREFORMA
AFGHANISTAN,0.0,GRUPPO ESPULSIONE PREFORMA
ALBANIA,0.0,GRUPPO ESPULSIONE PREFORMA
ALGERIA,0.0,GRUPPO ESPULSIONE PREFORMA
ANDORRA,0.0,GRUPPO ESPULSIONE PREFORMA
South Africa,1.0,STERILIZZATORE
AFGHANISTAN,0.0,STERILIZZATORE
ALBANIA,0.0,STERILIZZATORE
ALGERIA,0.0,STERILIZZATORE
ANDORRA,0.0,STERILIZZATORE
