COUNTRY,QTA_ORDINATA_TOTALE,DESCRIZIONE1
Kuwait,142.0,INGRASSATORE
MOROCCO,130.0,INGRASSATORE
MEXICO,1099.0,INNESTO
Spain,408.0,INNESTO
RUSSIAN FEDERATION,214.0,INNESTO
Brazil,208.0,INNESTO
TURKEY,156.0,INNESTO
Spain,24.0,INV
UNITED KINGDOM,24.0,INV
TRINIDAD AND TOBAGO,20.0,INV
TURKEY,19.0,INV
THAILAND,11.0,INV
MOROCCO,62.0,ISOLA ANALOGICA 16 INGRESSI UL
TURKEY,52.0,ISOLA ANALOGICA 16 INGRESSI UL
Syria,50.0,ISOLA ANALOGICA 16 INGRESSI UL
RUSSIAN FEDERATION,40.0,ISOLA ANALOGICA 16 INGRESSI UL
Saudi Arabia,39.0,ISOLA ANALOGICA 16 INGRESSI UL
MEXICO,180.0,ISOLA ANALOGICA PWM UL
ITALY,107.0,ISOLA ANALOGICA PWM UL
USA,103.0,ISOLA ANALOGICA PWM UL
TURKEY,101.0,ISOLA ANALOGICA PWM UL
EGYPT,79.0,ISOLA ANALOGICA PWM UL
MEXICO,848.0,ISOLA DIGITALE UL
ITALY,362.0,ISOLA DIGITALE UL
Spain,362.0,ISOLA DIGITALE UL
USA,354.0,ISOLA DIGITALE UL
TURKEY,286.0,ISOLA DIGITALE UL
MEXICO,4237.0,LAMA
Spain,1660.0,LAMA
UNITED KINGDOM,1169.0,LAMA
USA,1118.0,LAMA
ITALY,1004.0,LAMA
ALGERIA,5838.0,LAMPADA INFRAROSSO
Saudi Arabia,4718.0,LAMPADA INFRAROSSO
MOROCCO,4215.0,LAMPADA INFRAROSSO
Spain,3468.0,LAMPADA INFRAROSSO
Islamic Republic of Iran,2459.0,LAMPADA INFRAROSSO
CHINA,13318.0,LEVA
USA,4257.0,LEVA
Spain,1788.0,LEVA
VIETNAM,1469.0,LEVA
Indonesia,1429.0,LEVA
USA,1573.0,LINGUETTA
Germany,1120.0,LINGUETTA
Spain,776.0,LINGUETTA
UNITED KINGDOM,571.0,LINGUETTA
MEXICO,560.0,LINGUETTA
MEXICO,5264.0,MANIGLIA
USA,2376.0,MANIGLIA
Saudi Arabia,1325.0,MANIGLIA
India,1195.0,MANIGLIA
RUSSIAN FEDERATION,1048.0,MANIGLIA
USA,69.0,MANIGLIONE
MEXICO,28.0,MANIGLIONE
MALAYSIA,13.0,MANIGLIONE
ITALY,11.0,MANIGLIONE
Saudi Arabia,11.0,MANIGLIONE
MOROCCO,153.0,MANOMETRO
ALGERIA,88.0,MANOMETRO
USA,55.0,MANOMETRO
Qatar,48.0,MANOMETRO
Spain,44.0,MANOMETRO
MEXICO,150.0,MARTS
CHINA,74.0,MARTS
USA,72.0,MARTS
TURKEY,68.0,MARTS
ITALY,64.0,MARTS
USA,313.0,MEMORIA DI MASSA PROGRAMMATA
Spain,220.0,MEMORIA DI MASSA PROGRAMMATA
TURKEY,163.0,MEMORIA DI MASSA PROGRAMMATA
VIETNAM,151.0,MEMORIA DI MASSA PROGRAMMATA
CHINA,137.0,MEMORIA DI MASSA PROGRAMMATA
ALGERIA,10.0,MODULO (PROG.)
Islamic Republic of Iran,8.0,MODULO (PROG.)
MEXICO,8.0,MODULO (PROG.)
BANGLADESH,6.0,MODULO (PROG.)
MALAYSIA,6.0,MODULO (PROG.)
MEXICO,42.0,MODULO PRINCIPALE
USA,36.0,MODULO PRINCIPALE
MALAYSIA,31.0,MODULO PRINCIPALE
ITALY,25.0,MODULO PRINCIPALE
Islamic Republic of Iran,25.0,MODULO PRINCIPALE
MEXICO,8.0,MODULO PRINCIPALE (Prog)
ETHIOPIA,6.0,MODULO PRINCIPALE (Prog)
Saudi Arabia,6.0,MODULO PRINCIPALE (Prog)
Spain,6.0,MODULO PRINCIPALE (Prog)
UGANDA,6.0,MODULO PRINCIPALE (Prog)
ALGERIA,235.0,MODULO SICUREZZE
MALAYSIA,143.0,MODULO SICUREZZE
USA,127.0,MODULO SICUREZZE
THAILAND,110.0,MODULO SICUREZZE
MEXICO,89.0,MODULO SICUREZZE
MEXICO,14068.0,MOLLA
Spain,11820.0,MOLLA
USA,6245.0,MOLLA
Saudi Arabia,3940.0,MOLLA
ALGERIA,3875.0,MOLLA
MEXICO,11788.0,MOLLA A COMPRESSIONE
Spain,10146.0,MOLLA A COMPRESSIONE
TURKEY,8995.0,MOLLA A COMPRESSIONE
Brazil,5978.0,MOLLA A COMPRESSIONE
Lithuania,5266.0,MOLLA A COMPRESSIONE
MEXICO,977.0,MOLLA A GAS
USA,357.0,MOLLA A GAS
Spain,344.0,MOLLA A GAS
UNITED KINGDOM,323.0,MOLLA A GAS
ITALY,299.0,MOLLA A GAS
Brazil,727.0,MOLLA A TRAZIONE
Iraq,464.0,MOLLA A TRAZIONE
India,441.0,MOLLA A TRAZIONE
Spain,414.0,MOLLA A TRAZIONE
Saudi Arabia,395.0,MOLLA A TRAZIONE
USA,3621.0,MOLLETTA APERTA
ITALY,1040.0,MOLLETTA APERTA
Indonesia,1020.0,MOLLETTA APERTA
Saudi Arabia,923.0,MOLLETTA APERTA
CHINA,709.0,MOLLETTA APERTA
Saudi Arabia,1770.0,MORSETTO
CHINA,1348.0,MORSETTO
Serbia,1089.0,MORSETTO
USA,1044.0,MORSETTO
Islamic Republic of Iran,926.0,MORSETTO
PHILIPPINES,35.0,MOTORE
USA,32.0,MOTORE
MEXICO,11.0,MOTORE
Qatar,10.0,MOTORE
AUSTRALIA,9.0,MOTORE
MEXICO,244.0,MOTORE ASINCRONO
USA,234.0,MOTORE ASINCRONO
Spain,98.0,MOTORE ASINCRONO
ALGERIA,97.0,MOTORE ASINCRONO
CHINA,68.0,MOTORE ASINCRONO
UNITED KINGDOM,235.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
ALGERIA,189.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
India,183.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
Saudi Arabia,156.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
MEXICO,139.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
MEXICO,175.0,MOTORIDUTTORE
USA,115.0,MOTORIDUTTORE
Iraq,102.0,MOTORIDUTTORE
Spain,94.0,MOTORIDUTTORE
Saudi Arabia,91.0,MOTORIDUTTORE
CHINA,1627.0,MOZZO
MEXICO,1361.0,MOZZO
Saudi Arabia,695.0,MOZZO
Spain,646.0,MOZZO
USA,587.0,MOZZO
Spain,556.0,MOZZO SCANALATO
CHINA,314.0,MOZZO SCANALATO
Portugal,172.0,MOZZO SCANALATO
AUSTRALIA,160.0,MOZZO SCANALATO
USA,130.0,MOZZO SCANALATO
MEXICO,4341142.581787109,NASTRO
CHINA,3870937.0361328125,NASTRO
USA,2811049.72265625,NASTRO
Spain,2036648.302734375,NASTRO
VIETNAM,1731267.40625,NASTRO
Portugal,144.0,PATTINO
PHILIPPINES,128.0,PATTINO
Ivory Coast,90.0,PATTINO
South Korea,64.0,PATTINO
Indonesia,60.0,PATTINO
MEXICO,11556.0,PERNO
Iraq,8199.0,PERNO
Spain,7584.0,PERNO
USA,4437.0,PERNO
Saudi Arabia,4220.0,PERNO
MEXICO,12774.0,PETTINE DI TRASFERIMENTO
USA,5885.0,PETTINE DI TRASFERIMENTO
Spain,4726.0,PETTINE DI TRASFERIMENTO
ITALY,3695.0,PETTINE DI TRASFERIMENTO
CHINA,2884.0,PETTINE DI TRASFERIMENTO
USA,3985.0,PIASTRA PER GIUNTO
Indonesia,788.0,PIASTRA PER GIUNTO
ITALY,781.0,PIASTRA PER GIUNTO
PHILIPPINES,640.0,PIASTRA PER GIUNTO
MALAYSIA,602.0,PIASTRA PER GIUNTO
MEXICO,26354.0,PIATTO
USA,16219.0,PIATTO
Spain,11106.0,PIATTO
CHINA,7758.0,PIATTO
Saudi Arabia,6971.0,PIATTO
Spain,76.0,PIATTO BUGNATO
MEXICO,29.0,PIATTO BUGNATO
ROMANIA,29.0,PIATTO BUGNATO
Brazil,21.0,PIATTO BUGNATO
RUSSIAN FEDERATION,13.0,PIATTO BUGNATO
USA,1874.0,PIATTO DA LAMIERA
Portugal,1788.0,PIATTO DA LAMIERA
MEXICO,786.0,PIATTO DA LAMIERA
Saudi Arabia,646.0,PIATTO DA LAMIERA
CHINA,595.0,PIATTO DA LAMIERA
Spain,104.0,PIATTO DI PASSAGGIO
Serbia,58.0,PIATTO DI PASSAGGIO
MEXICO,42.0,PIATTO DI PASSAGGIO
UNITED KINGDOM,38.0,PIATTO DI PASSAGGIO
POLAND,29.0,PIATTO DI PASSAGGIO
MEXICO,853.0,PIGNONE DOPPIO
Spain,386.0,PIGNONE DOPPIO
Brazil,346.0,PIGNONE DOPPIO
PAKISTAN,302.0,PIGNONE DOPPIO
CHINA,230.0,PIGNONE DOPPIO
CHINA,7247.0,PIGNONE PER NASTRO
MEXICO,4874.0,PIGNONE PER NASTRO
ALGERIA,2768.0,PIGNONE PER NASTRO
VIETNAM,2324.0,PIGNONE PER NASTRO
India,2317.0,PIGNONE PER NASTRO
MEXICO,2272.0,PIGNONE SEMPLICE
Spain,1382.0,PIGNONE SEMPLICE
MALAYSIA,984.0,PIGNONE SEMPLICE
USA,753.0,PIGNONE SEMPLICE
CHINA,689.0,PIGNONE SEMPLICE
Bulgaria,222.0,PINZA
MALDIVES,136.0,PINZA
Islamic Republic of Iran,84.0,PINZA
MEXICO,18.0,PINZA
GEORGIA,4.0,PINZA
Saudi Arabia,684.0,PINZA DX-SX
Iraq,558.0,PINZA DX-SX
ALGERIA,408.0,PINZA DX-SX
Islamic Republic of Iran,369.0,PINZA DX-SX
TURKEY,284.0,PINZA DX-SX
ALGERIA,97.0,POMPA
PHILIPPINES,90.0,POMPA
MEXICO,51.0,POMPA
India,41.0,POMPA
UKRAINE,37.0,POMPA
CHINA,301.0,POSYC
Spain,292.0,POSYC
ITALY,236.0,POSYC
UNITED KINGDOM,221.0,POSYC
USA,213.0,POSYC
MEXICO,44.0,POSYC (PROG.)
ITALY,34.0,POSYC (PROG.)
MALAYSIA,27.0,POSYC (PROG.)
Spain,24.0,POSYC (PROG.)
THAILAND,22.0,POSYC (PROG.)
Saudi Arabia,1182.0,PRESSORE
Spain,70.0,PRESSORE
Iraq,60.0,PRESSORE
Libya,54.0,PRESSORE
RUSSIAN FEDERATION,42.0,PRESSORE
MEXICO,29.0,PRESSOSTATO
CHINA,28.0,PRESSOSTATO
India,28.0,PRESSOSTATO
Islamic Republic of Iran,23.0,PRESSOSTATO
FRANCE,16.0,PRESSOSTATO
MEXICO,395229.796875,PROFILO
USA,127414.0,PROFILO
RUSSIAN FEDERATION,119736.0,PROFILO
VIETNAM,100495.0,PROFILO
TURKEY,86488.0,PROFILO
Portugal,180.0,PROFILO ESTRUSO
Iraq,125.0,PROFILO ESTRUSO
Norway,108.0,PROFILO ESTRUSO
Oman,106.0,PROFILO ESTRUSO
PHILIPPINES,106.0,PROFILO ESTRUSO
Spain,621.203125,PROFILO GUIDACATENA
MEXICO,449.59375,PROFILO GUIDACATENA
VENEZUELA,300.0,PROFILO GUIDACATENA
THAILAND,266.703125,PROFILO GUIDACATENA
USA,247.0,PROFILO GUIDACATENA
USA,54.0,PROLUNGA MANIGLIONE
JAMAICA,24.0,PROLUNGA MANIGLIONE
Saudi Arabia,24.0,PROLUNGA MANIGLIONE
MEXICO,22.0,PROLUNGA MANIGLIONE
SAINT LUCIA,18.0,PROLUNGA MANIGLIONE
MEXICO,1047.0,PULEGGIA DENTATA
USA,1021.0,PULEGGIA DENTATA
CHINA,633.0,PULEGGIA DENTATA
MALAYSIA,633.0,PULEGGIA DENTATA
Iraq,469.0,PULEGGIA DENTATA
Saudi Arabia,158.0,PULSANTE
USA,148.0,PULSANTE
CHINA,77.0,PULSANTE
THAILAND,70.0,PULSANTE
MALAYSIA,51.0,PULSANTE
YEMEN,4231.0,RACCORDO
Iraq,3406.0,RACCORDO
COLOMBIA,3186.0,RACCORDO
MOROCCO,2522.0,RACCORDO
USA,1676.0,RACCORDO
MEXICO,199.0,REGOLATORE
Saudi Arabia,163.0,REGOLATORE
YEMEN,134.0,REGOLATORE
USA,119.0,REGOLATORE
CHINA,100.0,REGOLATORE
ALGERIA,421.0,RELE'
TURKEY,227.0,RELE'
Islamic Republic of Iran,217.0,RELE'
MEXICO,145.0,RELE'
Iraq,130.0,RELE'
ALGERIA,148.0,RESISTENZA
MEXICO,119.0,RESISTENZA
USA,93.0,RESISTENZA
MALAYSIA,72.0,RESISTENZA
COSTA RICA,64.0,RESISTENZA
MEXICO,6023.0,RESISTENZA ALETTATA
Spain,1116.0,RESISTENZA ALETTATA
USA,816.0,RESISTENZA ALETTATA
CHINA,792.0,RESISTENZA ALETTATA
ALGERIA,657.0,RESISTENZA ALETTATA
MEXICO,948.0,RIDUTTORE
Spain,508.0,RIDUTTORE
USA,443.0,RIDUTTORE
ALGERIA,357.0,RIDUTTORE
Brazil,284.0,RIDUTTORE
MEXICO,327.0,RIDUTTORE PRESSIONE
Spain,294.0,RIDUTTORE PRESSIONE
ALGERIA,163.0,RIDUTTORE PRESSIONE
Iraq,119.0,RIDUTTORE PRESSIONE
MOROCCO,116.0,RIDUTTORE PRESSIONE
USA,10055.0,RONDELLA
CHINA,8492.0,RONDELLA
MEXICO,6860.0,RONDELLA
YEMEN,6164.0,RONDELLA
MALAYSIA,4707.0,RONDELLA
RUSSIAN FEDERATION,935.0,RULLIERA
NICARAGUA,790.0,RULLIERA
CHINA,571.0,RULLIERA
VIETNAM,512.0,RULLIERA
PAKISTAN,505.0,RULLIERA
MEXICO,15084.0,RULLO
CHINA,14871.0,RULLO
TURKEY,9006.0,RULLO
Spain,8148.0,RULLO
VIETNAM,7176.0,RULLO
MEXICO,3534.0,RULLO GOMMATO
Spain,2428.0,RULLO GOMMATO
USA,1336.0,RULLO GOMMATO
CHINA,1269.0,RULLO GOMMATO
POLAND,961.0,RULLO GOMMATO
Cape Verde,1556.0,RUOTA
UNITED KINGDOM,293.0,RUOTA
Norway,207.0,RUOTA
Belarus,192.0,RUOTA
POLAND,174.0,RUOTA
Spain,294.0,RUOTA DENTATA CILINDRICA
MEXICO,249.0,RUOTA DENTATA CILINDRICA
CHINA,145.0,RUOTA DENTATA CILINDRICA
Germany,105.0,RUOTA DENTATA CILINDRICA
USA,83.0,RUOTA DENTATA CILINDRICA
ITALY,25.0,RUOTA DENTATA CILINDRICA+MOZZO
Brazil,24.0,RUOTA DENTATA CILINDRICA+MOZZO
Chile,21.0,RUOTA DENTATA CILINDRICA+MOZZO
Spain,20.0,RUOTA DENTATA CILINDRICA+MOZZO
MEXICO,16.0,RUOTA DENTATA CILINDRICA+MOZZO
MEXICO,328.0,SCHEDA
MALAYSIA,170.0,SCHEDA
Spain,146.0,SCHEDA
CHINA,121.0,SCHEDA
Brazil,87.0,SCHEDA
MEXICO,144.0,SCHEDA (PROG.)
MALAYSIA,81.0,SCHEDA (PROG.)
Spain,52.0,SCHEDA (PROG.)
Brazil,49.0,SCHEDA (PROG.)
ITALY,42.0,SCHEDA (PROG.)
MALAYSIA,38.0,SCHEDA CIRCUITO STAMPATO
MEXICO,32.0,SCHEDA CIRCUITO STAMPATO
TURKEY,10.0,SCHEDA CIRCUITO STAMPATO
Chile,6.0,SCHEDA CIRCUITO STAMPATO
ITALY,4.0,SCHEDA CIRCUITO STAMPATO
MEXICO,602.0,SCHEDA COMPLETA
USA,104.0,SCHEDA COMPLETA
PAKISTAN,92.0,SCHEDA COMPLETA
TUNISIA,89.0,SCHEDA COMPLETA
Spain,80.0,SCHEDA COMPLETA
RUSSIAN FEDERATION,15.0,SERVODRIVE COSMOS 2000 (PROG.)
CHINA,14.0,SERVODRIVE COSMOS 2000 (PROG.)
UNITED KINGDOM,8.0,SERVODRIVE COSMOS 2000 (PROG.)
TURKEY,7.0,SERVODRIVE COSMOS 2000 (PROG.)
MALAYSIA,5.0,SERVODRIVE COSMOS 2000 (PROG.)
MEXICO,1649.0,SERVOMOTORE BR. POLI SALIENTI
Spain,736.0,SERVOMOTORE BR. POLI SALIENTI
USA,713.0,SERVOMOTORE BR. POLI SALIENTI
TURKEY,631.0,SERVOMOTORE BR. POLI SALIENTI
CHINA,596.0,SERVOMOTORE BR. POLI SALIENTI
MEXICO,511.0,SERVOMOTORE BRUSHLESS
Islamic Republic of Iran,256.0,SERVOMOTORE BRUSHLESS
CHINA,216.0,SERVOMOTORE BRUSHLESS
USA,198.0,SERVOMOTORE BRUSHLESS
ITALY,193.0,SERVOMOTORE BRUSHLESS
MEXICO,315.0,SETTORE DENTATO
Spain,116.0,SETTORE DENTATO
Brazil,104.0,SETTORE DENTATO
USA,101.0,SETTORE DENTATO
UNITED KINGDOM,79.0,SETTORE DENTATO
MOROCCO,2640.0,SFERA
Israel,864.0,SFERA
RUSSIAN FEDERATION,658.0,SFERA
Norway,399.0,SFERA
YEMEN,378.0,SFERA
ALGERIA,1186.0,SILENZIATORE
YEMEN,945.0,SILENZIATORE
Spain,894.0,SILENZIATORE
Saudi Arabia,893.0,SILENZIATORE
Iraq,755.0,SILENZIATORE
Spain,40.0,SILICONE ESPANSO
Brazil,16.0,SILICONE ESPANSO
UNITED ARAB EMIRATES,1.5,SILICONE ESPANSO
CYPRUS,1.0,SILICONE ESPANSO
AFGHANISTAN,0.0,SILICONE ESPANSO
Qatar,141.0,SISTEMA PNEUMATICO
POLAND,73.0,SISTEMA PNEUMATICO
BANGLADESH,71.0,SISTEMA PNEUMATICO
ALGERIA,52.0,SISTEMA PNEUMATICO
TURKEY,42.0,SISTEMA PNEUMATICO
PHILIPPINES,37.0,SONDA
Qatar,32.0,SONDA
ALGERIA,31.0,SONDA
FRANCE,16.0,SONDA
Indonesia,16.0,SONDA
Iraq,124.0,STAMPO FONDO
UGANDA,49.0,STAMPO FONDO
Ivory Coast,32.0,STAMPO FONDO
RUSSIAN FEDERATION,30.0,STAMPO FONDO
Spain,30.0,STAMPO FONDO
MEXICO,5625.0,SUPPORTO
CHINA,5491.0,SUPPORTO
USA,3443.0,SUPPORTO
Spain,2826.0,SUPPORTO
Saudi Arabia,2216.0,SUPPORTO
ALGERIA,12766.0,TAPPETO
MEXICO,4466.0,TAPPETO
Spain,2014.0,TAPPETO
USA,1990.0,TAPPETO
CHINA,1005.0,TAPPETO
MEXICO,2918.0,TAPPO
Spain,502.0,TAPPO
Germany,412.0,TAPPO
USA,408.0,TAPPO
Brazil,328.0,TAPPO
USA,1009.0,TARGHETTA
MEXICO,210.0,TARGHETTA
CANADA,174.0,TARGHETTA
Germany,164.0,TARGHETTA
ITALY,145.0,TARGHETTA
MEXICO,1464.0,TASSELLO
Spain,980.0,TASSELLO
USA,955.0,TASSELLO
ITALY,417.0,TASSELLO
PHILIPPINES,384.0,TASSELLO
USA,20.0,TASTIERA
MEXICO,16.0,TASTIERA
Spain,10.0,TASTIERA
MALAYSIA,8.0,TASTIERA
TUNISIA,8.0,TASTIERA
USA,349.0,TELERUTTORE
THAILAND,199.0,TELERUTTORE
Spain,160.0,TELERUTTORE
MEXICO,147.0,TELERUTTORE
Iraq,145.0,TELERUTTORE
MEXICO,859.0,TENDA FORNO
USA,370.0,TENDA FORNO
Spain,338.0,TENDA FORNO
TUNISIA,184.0,TENDA FORNO
ROMANIA,180.0,TENDA FORNO
MEXICO,318.0,TERMORESISTENZA
Spain,114.0,TERMORESISTENZA
Iraq,97.0,TERMORESISTENZA
CHINA,96.0,TERMORESISTENZA
MALAYSIA,67.0,TERMORESISTENZA
MEXICO,285.0,TESSUTO
USA,238.0,TESSUTO
PAKISTAN,91.0,TESSUTO
"Congo, Republic of",90.0,TESSUTO
India,87.0,TESSUTO
Spain,284.0,TESTA A SNODO
MEXICO,259.0,TESTA A SNODO
USA,248.0,TESTA A SNODO
India,227.0,TESTA A SNODO
FRANCE,142.0,TESTA A SNODO
MEXICO,1309.0,TIRANTE
RUSSIAN FEDERATION,319.0,TIRANTE
India,162.0,TIRANTE
Palestinian Territory,160.0,TIRANTE
Saudi Arabia,120.0,TIRANTE
MEXICO,13317.0,TONDO
USA,9305.0,TONDO
Libya,8574.0,TONDO
Spain,8202.0,TONDO
MOROCCO,7715.0,TONDO
USA,138.0,TRASDUTTORE
MEXICO,128.0,TRASDUTTORE
Iraq,80.0,TRASDUTTORE
VIETNAM,77.0,TRASDUTTORE
EGYPT,74.0,TRASDUTTORE
MEXICO,90.0,TRASMISSIONE FISSA
Spain,86.0,TRASMISSIONE FISSA
Kuwait,71.0,TRASMISSIONE FISSA
RUSSIAN FEDERATION,66.0,TRASMISSIONE FISSA
ITALY,62.0,TRASMISSIONE FISSA
MEXICO,3834.09375,TUBO
ALGERIA,3723.0,TUBO
Iraq,3004.0,TUBO
Libya,2609.0,TUBO
Spain,2427.0,TUBO
Spain,676.0,VALVOLA
MEXICO,499.0,VALVOLA
Saudi Arabia,381.0,VALVOLA
USA,346.0,VALVOLA
ALGERIA,278.0,VALVOLA
MEXICO,1012.0,VENTILATORE
USA,540.0,VENTILATORE
Spain,280.0,VENTILATORE
ALGERIA,195.0,VENTILATORE
Brazil,178.0,VENTILATORE
MEXICO,403.0,VENTILATORE ASSIALE
ALGERIA,279.0,VENTILATORE ASSIALE
Iraq,115.0,VENTILATORE ASSIALE
USA,106.0,VENTILATORE ASSIALE
MOROCCO,80.0,VENTILATORE ASSIALE
MEXICO,119.0,VENTILATORE CENTRIFUGO
USA,46.0,VENTILATORE CENTRIFUGO
Spain,30.0,VENTILATORE CENTRIFUGO
Saudi Arabia,27.0,VENTILATORE CENTRIFUGO
ALGERIA,24.0,VENTILATORE CENTRIFUGO
MEXICO,365.0,VENTOLA
ALGERIA,317.0,VENTOLA
YEMEN,244.0,VENTOLA
USA,231.0,VENTOLA
Brazil,132.0,VENTOLA
CHINA,4303.0,VENTOSA
USA,3776.0,VENTOSA
Spain,2760.0,VENTOSA
ITALY,1896.0,VENTOSA
UNITED KINGDOM,1556.0,VENTOSA
MEXICO,488.0,VIBRATORE
VIETNAM,167.0,VIBRATORE
USA,121.0,VIBRATORE
Iraq,95.0,VIBRATORE
EGYPT,87.0,VIBRATORE
ITALY,5844.0,VITE TBEI
Serbia,4700.0,VITE TBEI
POLAND,4477.0,VITE TBEI
ROMANIA,3720.0,VITE TBEI
YEMEN,3290.0,VITE TBEI
Saudi Arabia,7380.0,VITE TCEI
YEMEN,6762.0,VITE TCEI
USA,5425.0,VITE TCEI
MOROCCO,4323.0,VITE TCEI
Iraq,4316.0,VITE TCEI
USA,6118.0,VITE TE
MEXICO,3653.0,VITE TE
YEMEN,3220.0,VITE TE
MALAYSIA,3195.0,VITE TE
CHINA,2925.0,VITE TE
USA,7353.0,VITE TSPEI
MEXICO,3719.0,VITE TSPEI
Indonesia,3183.0,VITE TSPEI
CHINA,2174.0,VITE TSPEI
PAKISTAN,2042.0,VITE TSPEI
MOROCCO,167.0,CHIAVE DI COMANDO
USA,166.0,CHIAVE DI COMANDO
MEXICO,140.0,CHIAVE DI COMANDO
Kuwait,122.0,CHIAVE DI COMANDO
CHINA,118.0,CHIAVE DI COMANDO
YEMEN,1481.0,CONNETTORE PER FIBRA OTTICA
MEXICO,1384.0,CONNETTORE PER FIBRA OTTICA
Spain,942.0,CONNETTORE PER FIBRA OTTICA
MOROCCO,772.0,CONNETTORE PER FIBRA OTTICA
TURKEY,740.0,CONNETTORE PER FIBRA OTTICA
YEMEN,1850.0,FIBRA OTTICA
MOROCCO,1337.0,FIBRA OTTICA
USA,1204.0,FIBRA OTTICA
Spain,900.0,FIBRA OTTICA
Libya,880.0,FIBRA OTTICA
India,18.0,FILTRO DI RETE
ALGERIA,16.0,FILTRO DI RETE
Islamic Republic of Iran,16.0,FILTRO DI RETE
MOROCCO,15.0,FILTRO DI RETE
BANGLADESH,8.0,FILTRO DI RETE
USA,66.0,GRUPPO IMPIANTO COLLA
Saudi Arabia,56.0,GRUPPO IMPIANTO COLLA
CHINA,51.0,GRUPPO IMPIANTO COLLA
Kuwait,35.0,GRUPPO IMPIANTO COLLA
Islamic Republic of Iran,32.0,GRUPPO IMPIANTO COLLA
MEXICO,418.0,GRUPPO TAPPETI
USA,322.0,GRUPPO TAPPETI
Spain,192.0,GRUPPO TAPPETI
TURKEY,146.0,GRUPPO TAPPETI
VIETNAM,143.0,GRUPPO TAPPETI
USA,26.0,IMPIANTO PNEUMATICO
Oman,16.0,IMPIANTO PNEUMATICO
Iraq,15.0,IMPIANTO PNEUMATICO
YEMEN,15.0,IMPIANTO PNEUMATICO
MEXICO,12.0,IMPIANTO PNEUMATICO
FRANCE,166.0,MAGNETOTERMICO
Brazil,75.0,MAGNETOTERMICO
CHINA,69.0,MAGNETOTERMICO
MEXICO,63.0,MAGNETOTERMICO
Iraq,62.0,MAGNETOTERMICO
USA,9.0,PERNO ECCENTRICO
Portugal,6.0,PERNO ECCENTRICO
ALGERIA,3.0,PERNO ECCENTRICO
AFGHANISTAN,2.0,PERNO ECCENTRICO
Brazil,1.0,PERNO ECCENTRICO
CHINA,1159.0,PIGNONE
VIETNAM,801.0,PIGNONE
USA,278.0,PIGNONE
Brazil,213.0,PIGNONE
Indonesia,201.0,PIGNONE
VIETNAM,5586.0,PIOLO SEPARATORE
MEXICO,5342.0,PIOLO SEPARATORE
TURKEY,5246.0,PIOLO SEPARATORE
CHINA,4020.0,PIOLO SEPARATORE
Brazil,2443.0,PIOLO SEPARATORE
Greece,33.0,SCHEDA COMPLETA ROHS
CHINA,27.0,SCHEDA COMPLETA ROHS
Germany,23.0,SCHEDA COMPLETA ROHS
ITALY,16.0,SCHEDA COMPLETA ROHS
POLAND,14.0,SCHEDA COMPLETA ROHS
Libya,3596.0,SPINA CILINDRICA
MEXICO,3165.0,SPINA CILINDRICA
KENYA,1664.0,SPINA CILINDRICA
Saudi Arabia,1338.0,SPINA CILINDRICA
ROMANIA,1090.0,SPINA CILINDRICA
Indonesia,1984.0,SPINA ELASTICA
Spain,1392.0,SPINA ELASTICA
USA,1170.0,SPINA ELASTICA
MEXICO,1006.0,SPINA ELASTICA
MALAYSIA,968.0,SPINA ELASTICA
CHINA,215.0,TESTA EROGATRICE
Saudi Arabia,102.0,TESTA EROGATRICE
MEXICO,54.0,TESTA EROGATRICE
Islamic Republic of Iran,51.0,TESTA EROGATRICE
VIETNAM,51.0,TESTA EROGATRICE
CHINA,666.0,UGELLO
TUNISIA,357.0,UGELLO
Saudi Arabia,342.0,UGELLO
MEXICO,259.0,UGELLO
USA,230.0,UGELLO
MEXICO,36.0,BASE
PHILIPPINES,16.0,BASE
Saudi Arabia,16.0,BASE
USA,16.0,BASE
Brazil,12.0,BASE
TURKEY,218.0,BLOCCO CHIAVISTELLO
EGYPT,134.0,BLOCCO CHIAVISTELLO
Spain,124.0,BLOCCO CHIAVISTELLO
KENYA,110.0,BLOCCO CHIAVISTELLO
UKRAINE,108.0,BLOCCO CHIAVISTELLO
ANTIGUA AND BARBUDA,2.0,BRACCIO DI REAZIONE
AFGHANISTAN,0.0,BRACCIO DI REAZIONE
ALBANIA,0.0,BRACCIO DI REAZIONE
ALGERIA,0.0,BRACCIO DI REAZIONE
ANDORRA,0.0,BRACCIO DI REAZIONE
Saudi Arabia,114.0,CAMMA
TURKEY,83.0,CAMMA
Iraq,58.0,CAMMA
ALGERIA,56.0,CAMMA
Spain,52.0,CAMMA
TURKEY,137.0,CHIAVISTELLO
ROMANIA,121.0,CHIAVISTELLO
ALGERIA,82.0,CHIAVISTELLO
Iraq,76.0,CHIAVISTELLO
Saudi Arabia,43.0,CHIAVISTELLO
PHILIPPINES,279.0,CINGHIA
Qatar,128.0,CINGHIA
ALGERIA,41.0,CINGHIA
ROMANIA,34.0,CINGHIA
